Committee ID,Committee Name,Org type,Smaller Categories,Larger Categories,source,Connected Organization,country of origin
C00340364,BLUE SHIELD OF CALIFORNIA POLITICAL ACTION COMMITTEE,C,Health Insurance,Health Care,,BLUEPAC - BLUE CROSS BLUE SHIELD ASSOCIATION PAC,
C00340943,DAVITA INC. POLITICAL ACTION COMMITTEE (DAPAC),C,,Health Care,https://investors.davita.com/corporate-profile,DAVITA INC.,
C00341289,MASCO POLITICAL ACTION COMMITTEE,C,,Construction,https://finance.yahoo.com/quote/MAS/profile?p=MAS,MASCO CORPORATION,
C00341602,SOUTHWEST AIRLINES CO. FREEDOM FUND,C,Airline,Travel & Leisure,https://finance.yahoo.com/quote/LUV/profile?p=LUV,SOUTHWEST AIRLINES CO,
C00342022,"WELLMARK, INC. PAC (WELLPAC)",C,Health Insurance,Health Care,https://www.wellmark.com/about/company-information/who-we-are,"WELLMARK, INC.",
C00342394,EBAY INC-COMMITTEE FOR RESPONSIBLE INTERNET COMMERCE,C,,Big Tech,https://finance.yahoo.com/quote/EBAY/profile?p=EBAY,"EBAY, INC.",
C00342766,HOLLYFRONTIER CORPORATION PAC,C,Oil/Gas,Fossil Fuels,https://finance.yahoo.com/quote/HFC/profile?p=HFC,HOLLYFRONTIER CORPORATION PAC,
C00343707,MAXIMUS INC POLITICAL ACTION COMMITTEE (MAXPAC),C,,Health Care,https://finance.yahoo.com/quote/HFC/profile?p=HFC,"MAXIMUS, INC.",
C00344663,"RESCARE, INC. DBA BRIGHTSPRING HEALTH SERVICES LEGACY FUND (BRIGHTSPRING LEGACY FUND)",C,,Health Care,https://www.rescare.com/2020/rescare-is-now-brightspring-health-services-and-family-of-brands/,"RES-CARE, INC. DBA BRIGHTSPRING HEALTH SERVICES",
C00345173,HEXCEL CORPORATION POLITICAL ACTION COMMITTEE,C,,Defense,https://finance.yahoo.com/quote/HXL/profile?p=HXL,,
C00345355,BROOKFIELD PROPERTIES RETAIL INC. PAC,C,,Real Estate,https://www.brookfieldproperties.com/en/who-we-are/about-us.html,BROOKFIELD PROPERTIES RETAIL INC.,
C00345496,"CORIZON HEALTH, INC. POLITICAL ACTION COMMITTEE",C,,Health Care,http://www.corizonhealth.com/About-Corizon/Join-The-Corizon-Team,"CORIZON HEALTH, INC.",
C00345603,UNISYS CORPORATION ASSOCIATES PAC,C,,Big Tech,https://finance.yahoo.com/quote/UIS/profile?p=UIS,UNISYS CORPORATION,
C00346130,"APTIV, PLC POLITICAL ACTION COMMITTEE",C,,Auto,https://finance.yahoo.com/quote/APTV/profile?p=APTV,,Ireland
C00346288,"THE PREMIER, INC. EMPLOYEES' CIVIC ACTION FUND",C,,Health Care,https://finance.yahoo.com/quote/PINC/profile?p=PINC,,
C00346353,"CRH AMERICAS, INC. PAC",C,,Construction,https://finance.yahoo.com/quote/CRH/profile?p=CRH,"CRH AMERICAS, INC.",Ireland
C00346361,WESTINGHOUSE ELECTRIC COMPANY LLC PAC,C,Nuclear,Energy,https://www.westinghousenuclear.com/,,
C00346726,FIRST AMERICAN FINANCIAL CORPORATION PAC,C,Insurance,Wall Street,https://finance.yahoo.com/quote/FAF/profile?p=FAF,,
C00347955,"LIFEPOINT HEALTH PAC - THE PAC OF LIFEPOINT CORPORATE SERVICES, GENERAL PARTNERSHIP (LCSGP) AND FACILITIES WHICH ARE SUBSIDIARIES OF LIFEPOINT HEALTH (COLLECTIVELY LIFEPOINT)",C,,Health Care,http://www.lifepointhealth.net/who-we-are/our-company/how-we-operate,"LIFEPOINT CORPORATE SERVICES, GENERAL PARTNERSHIP (LCSGP) AND FACILITIES WHICH ARE SUBSIDIARIES OF LIFEPOINT HEALTH (COLLECTIVELY LIFEPOINT)",
C00347989,COCA-COLA BOTTLING COMPANY UNITED INC. COMMITTEE FOR GOOD GOVERNMENT,C,,Food & Beverage,https://finance.yahoo.com/quote/COKE/profile?p=COKE,COCA-COLA BOTTLING COMPANY UNITED INC.,
C00348185,FIRST COMMONWEALTH FINANCIAL CORPORATION PAC,W,,Banking ,https://finance.yahoo.com/quote/FCF/profile?p=FCF,,
C00348276,"GTT COMMUNICATIONS, INC. PAC (GTT PAC)",C,Telecom,Big Tech,https://www.gtt.net/us-en,"GTT COMMUNICATIONS, INC. PAC (GTT PAC)",
C00348938,CHUBB GROUP HOLDINGS INC. POLITICAL ACTION COMMITTEE,C,Insurance,Wall Street,https://finance.yahoo.com/quote/CB/profile?p=CB,CHUBB GROUP HOLDINGS INC.,Swiss
C00349373,GULF STATES TOYOTA INC FEDERAL POLITICAL ACTION COMMITTEE,C,,Auto,,"GULF STATES TOYOTA, INC.",
C00350744,"THE GOLDMAN SACHS GROUP, INC. POLITICAL ACTION COMMITTEE",C,,Wall Street,,THE GOLDMAN SACHS GROUP INC,
C00350884,RESOLUTE FOREST PRODUCTS US INC POLITICAL ACTION COMMITTEE,C,,Timber,https://www.resolutefp.com/about_us/,RESOLUTE FOREST PRODUCTS US INC.,Canada
C00351924,BOK FINANCIAL CORPORATION POLITICAL ACTION COMMITTEE,C,,Banking ,https://finance.yahoo.com/quote/BOKF/profile?p=BOKF,BOK FINANCIAL CORP.,
C00353797,SIEMENS CORPORATION PAC,C,,Machinery,https://finance.yahoo.com/quote/SIEGY/profile?p=SIEGY,SIEMENS CORPORATION,Germany
C00354241,CGI TECHNOLOGIES AND SOLUTIONS INC. PAC,C,,Big Tech,https://finance.yahoo.com/quote/GIB/profile?p=GIB,,Canada
C00354290,"AMERICAN FAMILY MUTUAL INSURANCE COMPANY, S.I. FEDERAL PAC (AMFAM PAC)",C,Insurance,Wall Street,,"AMERICAN FAMILY MUTUAL INSURANCE COMPANY, S.I.",
C00354548,"AMERICAN WATER WORKS COMPANY, INC. EMPLOYEE FEDERAL PAC",C,,Water Utility,https://finance.yahoo.com/quote/AWK/profile?p=AWK,"AMERICAN WATER WORKS COMPANY, INC.",
C00354753,DEVON ENERGY CORPORATION POLITICAL ACTION COMMITTEE (DEC PAC),C,Oil/Gas,Fossil Fuels,https://finance.yahoo.com/quote/DVN/profile?p=DVN,DEVON ENERGY CORPORATION,
C00355719,CENTRUS ENERGY CORP. PAC,C,Nuclear,Energy,https://finance.yahoo.com/quote/LEU/profile?p=LEU,CENTRUS ENERGY CORP.,
C00356345,E*TRADE FINANCIAL CORPORATION PAC,C,,Wall Street,,E*TRADE FINANCIAL CORPORATION,
C00357608,CALIFORNIA WATER SERVICE GROUP POLITICAL ACTION COMMITTEE,C,,Water Utility,https://finance.yahoo.com/quote/CWT/profile?p=CWT,,
C00357863,BOSTON SCIENTIFIC CORPORATION POLITICAL ACTION COMMITTEE (BSC PAC),C,,Health Care,https://www.bloomberg.com/profile/company/BSX:SW,BOSTON SCIENTIFIC CORPORATION,
C00358234,HEINEKEN USA INC GOOD GOVERNMENT FUND,C,Alcohol,Food & Beverage,https://finance.yahoo.com/quote/HEINY/profile?p=HEINY,HEINEKEN USA INC.,
C00359075,SMITHFIELD FOODS INC POLITICAL ACTION COMMITTEE (HAMPAC),C,,Food & Beverage,https://www.smithfieldfoods.com/Our-Brands,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),C,,Big Tech,https://finance.yahoo.com/quote/AMZN/profile?p=AMZN,,
C00361741,INTUIT INC. 21ST CENTURY LEADERSHIP FUND,C,,Tax Preparer,https://finance.yahoo.com/quote/INTU/profile?p=INTU,INTUIT INC.,
C00361758,"T-MOBILE US, INC.  POLITICAL ACTION COMMITTEE (T-PAC)",C,Telecom,Big Tech,https://finance.yahoo.com/quote/TMUS/profile?p=TMUS,"T-MOBILE US, INC.  POLITICAL ACTION COMMITTEE (T-PAC)",
C00361949,TRIUMPH GROUP INC PAC,C,,Defense,https://finance.yahoo.com/quote/TGI/profile?p=TGI,TRIUMPH GROUP INC,
C00362640,CALPINE CORPORATION PAC,C,Electric Utility,Fossil Fuels,https://www.calpine.com/About-Us,CALPINE CORPORATION,
C00362707,"CISCO SYSTEMS, INC. FEDERAL PAC, AKA CISCO SYSTEMS EPAC",C,,Big Tech,https://finance.yahoo.com/quote/CSCO/profile?p=CSCO,"CISCO SYSTEMS, INC.",
C00363838,HUNTSMAN CORPORATION PAC (HUNTSMAN PAC),C,,Chemicals,https://finance.yahoo.com/quote/HUN/profile?p=HUN,,
C00363879,ENTERGY CORPORATION POLITICAL ACTION COMMITTEE (ENPAC),C,Electric Utility,Fossil Fuels,https://finance.yahoo.com/quote/ETR/profile?p=ETR,ENTERGY CORPORATION,
C00363945,SYNGENTA CORPORATION EMPLOYEE  POLITICAL ACTION COMMITTEE (SYNGENTA PAC),C,,Big Ag,https://www.syngenta.com/en,,
C00364455,FIDELITY NATIONAL FINANCIAL INC PAC 2001,C,Insurance,Wall Street,https://finance.yahoo.com/quote/FNF/profile?p=FNF,"FIDELITY NATIONAL FINANCIAL, INC.",
C00364778,BANK OF AMERICA CORPORATION FEDERAL PAC,C,,Banking ,,BANK OF AMERICA CORPORATION,
C00365122,"VISA, INC. POLITICAL ACTION COMMITTEE",C,Credit,Wall Street,https://finance.yahoo.com/quote/V/profile?p=V,"VISA, INC.",
C00365254,THE SCOTTS MIRACLE-GRO CO STEWARDSHIP PAC,C,,Chemicals,https://finance.yahoo.com/quote/SMG/profile?p=SMG,,
C00365502,"BWX TECHNOLOGIES, INC POLITICAL ACTION COMMITTEE",C,,Defense,https://finance.yahoo.com/quote/BWXT/profile?p=BWXT,"BWX TECHNOLOGIES, INC",
C00366013,"NASDAQ, INC. PAC (NASDAQ PAC)",C,,Wall Street,https://finance.yahoo.com/quote/NDAQ/profile?p=NDAQ,"NASDAQ, INC.",
C00366468,"CORECIVIC, INC. POLITICAL ACTION COMMITTEE (CORECIVIC PAC)",C,,Private Prisons,https://www.corecivic.com/,"CORECIVIC, INC.",
C00366559,NRG ENERGY INC POLITICAL ACTION COMMITTEE,C,Electric Utility,Fossil Fuels,https://www.nrg.com/about/our-story.html,"NRG ENERGY, INC.",
C00366633,STAR FINANCIAL BANK PAC,C,,Banking ,https://finance.yahoo.com/quote/SFIGA/profile?p=SFIGA,,
C00367375,SAP AMERICA INC PAC,C,,Big Tech,https://finance.yahoo.com/quote/SAP/profile?p=SAP,"SAP AMERICA, INC.",Germany
C00367383,IDT CORPORATION PAC ('IDT PAC'),C,Telecom,Big Tech,https://finance.yahoo.com/quote/IDT/profile?p=IDT,,
C00367995,SIERRA NEVADA CORPORATION PAC,C,,Defense,https://www.sncorp.com/,,
C00368720,STERIS CORPORATION EMPLOYEE POLITICAL ACTION COMMITTEE (A.K.A. STERIS EMPLOYEE PAC),C,,Health Care,https://www.steris.com/products-and-services,STERIS CORPORATION,
C00369090,THE WENDYS COMPANY POLITICAL ACTION COMMITTEE,C,Fast Food,Food & Beverage,https://finance.yahoo.com/quote/WEN/profile?p=WEN,,
C00369751,"DELL TECHNOLOGIES, INC. POLITICAL ACTION COMMITTEE",C,,Big Tech,https://finance.yahoo.com/quote/DELL/profile?p=DELL,"DELL TECHNOLOGIES, INC.",
C00370015,NELNET INC PAC (NELNET PAC),C,,Banking,https://www.nelnet.com/welcome,"NELNET, INC.",
C00370114,CHARLES SCHWAB CORPORATION POLITICAL ACTION COMMITTEE,C,,Wall Street,,,
C00370270,COOPER TIRE & RUBBER COMPANY POLITICAL ACTION COMMITTEE,C,,Manufacturing,,COOPER TIRE & RUBBER COMPANY POLITICAL ACTION COMMITTEE,
C00370577,WORLD ACCEPTANCE CORPORATION POLITICAL ACTION COMMITTEE,C,,Banking,https://www.loansbyworld.com/about-us/,WORLD ACCEPTANCE CORPORATION,
C00370585,MAXAR TECHNOLOGIES INC. PAC (MAXARPAC),C,,Big Tech,https://finance.yahoo.com/quote/MAXR/profile?p=MAXR,MAXAR TECHNOLOGIES INC.,
C00371088,INTERACTIVE CORP POLITICAL ACTION COMMITTEE AKA IACPAC,C,Internet,Big Tech,https://finance.yahoo.com/quote/IAC/profile?p=IAC,IAC/INTERACTIVECORP,
C00371948,BRIDGESTONE AMERICAS INC. PAC,C,,Auto,https://finance.yahoo.com/quote/BRDCY/profile?p=BRDCY,BRIDGESTONE AMERICAS INC.,Japan
C00373217,PENSKE TRUCK LEASING CO LP POLITICAL ACTION COMMITTEE,C,,Auto,https://finance.yahoo.com/quote/PAG/profile?p=PAG,PENSKE TRUCK LEASING CORPORATION,
C00373837,GROUP 1 AUTOMOTIVE INC. PAC,C,,Auto,https://finance.yahoo.com/quote/GPI/profile?p=GPI,GROUP 1 AUTOMOTIVE INC,
C00374066,"SMITH & NEPHEW, INC. PAC (S+N PAC)",C,,Health Care,https://www.smith-nephew.com/about-us/what-we-do/,NONE,
C00374447,AECOM PAC,C,,Construction,https://finance.yahoo.com/quote/ACM/profile?p=ACM,AECOM,
C00375568,ENGIE NORTH AMERICA INC. PAC (ENA PAC),C,"Wind, Solar",Energy,https://finance.yahoo.com/quote/ENGIY/profile?p=ENGIY,ENGIE NORTH AMERICA,France
C00375782,"US ECOLOGY, INC. POLITICAL ACTION COMMITTEE (USE PAC)",C,,Waste Management,https://www.usecology.com/services,,
C00376376,"THE TRAVELERS COMPANIES, INC. POLITICAL ACTION COMMITTEE (T-PAC)",C,Insurance,Wall Street,https://finance.yahoo.com/quote/TRV/profile?p=TRV,THE TRAVELERS COMPANIES INC.,
C00376582,BECTON DICKINSON AND COMPANY PAC,C,,Health Care,https://www.bd.com/en-ph/offerings,BECTON DICKINSON AND COMPANY PAC,
C00376863,WESTFIELD FEDERAL EMPLOYEE POLITICAL ACTION COMMITTEE OF OHIO FARMERS INSURANCE COMPANY,C,Insurance,Wall Street,,OHIO FARMERS INSURANCE COMPANY,
C00377044,AT&T INC./WARNERMEDIA LLC OHIO EMPLOYEE POLITICAL ACTION COMMITTEE (AT&T/WARNERMEDIA OHIO PAC),C,Telecom,Big Tech,https://finance.yahoo.com/quote/T/profile?p=T,AT&T INC.,
C00377333,ALBEMARLE CORPORATION POLITICAL ACTION COMMITTEE,C,,Chemicals,https://finance.yahoo.com/quote/ALB/profile?p=ALB,,
C00377952,CUMMINS INC. POLITICAL ACTION COMMITTEE (CIPAC),C,,Machinery,https://finance.yahoo.com/quote/CMI/profile?p=CMI,CUMMINS INC.,
C00377960,II-VI INCORPORATED PAC,C,,Big Tech,https://finance.yahoo.com/quote/IIVI/profile?p=IIVI,,
C00378752,IBI GROUP ENGINEERING SERVICES (USA) PAC,C,,Construction,https://finance.yahoo.com/quote/IBIBF/profile?p=IBIBF,,Canada
C00379420,CIT GROUP INC PAC (CIT PAC),C,,Banking,https://finance.yahoo.com/quote/CIT/profile?p=CIT,CIT GROUP INC.,
C00379628,NUCOR CORPORATION POLITICAL ACTION COMMITTEE,C,,Steel,https://www.nucor.com/products/,NUCOR CORPORATION,
C00379693,AMALGAMATED BANK PAC,C,,Banking,https://finance.yahoo.com/quote/AMAL/profile?p=AMAL,AMALGAMATED BANK,
C00379768,"EXPERIAN NORTH AMERICA, INC POLITICAL ACTION COMMITTEE (EXPERIAN PAC)",C,Credit,Wall Street,https://finance.yahoo.com/quote/EXPGF/profile?p=EXPGF,EXPERIAN NORTH AMERICA INC.,Ireland
C00379784,ENPRO INDUSTRIES INC POLITICAL ACTION COMMITTEE,C,,Machinery,https://finance.yahoo.com/quote/NPO/profile?p=NPO,,
C00380303,EMERGENT BIOSOLUTIONS INC. EMPLOYEES PAC,C,Pharmaceutical,Health Care,https://www.emergentbiosolutions.com/our-products,,
C00380527,"PERNOD RICARD USA, LLC POLITICAL ACTION COMMITTEE",C,Alcohol,Food & Beverage,https://www.pernod-ricard.com/en/brands,PERNOD RICARD USA LLC,
C00380535,VERIZON MEDIA/OATH INC. POLITICAL ACTION COMMITTEE (VERIZON MEDIA PAC),C,Telecom,Big Tech,https://finance.yahoo.com/quote/VZ/profile?p=VZ,OATH INC.,
C00380550,FMR LLC POLITICAL ACTION COMMITTEE - FEDERAL (FIDELITY PAC),C,,Wall Street,https://finance.yahoo.com/quote/FMRAX/profile?p=FMRAX,,
C00380816,WSFS FINANCIAL CORPORATION POLITICAL ACTION COMMITTEE,C,,Banking ,https://finance.yahoo.com/quote/WSFS/profile?p=WSFS,WSFS FINANCIAL CORPORATION POLITICAL ACTION COMMITTEE,
C00380931,SECURITAS SECURITY SERVICES USA POLITICAL ACTION COMMITTEE (SECURITAS USA PAC),C,,Security,https://finance.yahoo.com/quote/SCTBF/profile?p=SCTBF,,Sweden
C00381020,PORTLAND GENERAL ELECTRIC CO. BI-PARTISAN COMM. FOR EFFECTIVE GOVT,C,Electric Utility,Fossil Fuels,https://finance.yahoo.com/quote/POR/profile?p=POR,,
C00381954,ATMOS ENERGY CORPORATION PAC,C,Oil/Gas,Fossil Fuels,https://finance.yahoo.com/quote/ATO/profile?p=ATO,ATMOS ENERGY CORPORATION,
C00382150,"THE GEO GROUP, INC. POLITICAL ACTION COMMITTEE",C,,Private Prisons,https://www.geogroup.com/who_we_are,,
C00382796,"LHC GROUP, INC. PAC",C,,Health Care,https://www.linkedin.com/company/lhc-group,ALMOST FAMILY INC PAC (AFAM PAC),
C00383307,W R BERKLEY CORPORATION POLITICAL ACTION COMMITTEE,C,Insurance,Wall Street,https://finance.yahoo.com/quote/WRB/profile?p=WRB,,
C00383489,PUBLIC SERVICE ENTERPRISE GROUP INC. POLITICAL ACTION COMMITTEE (PEGPAC),C,Electric Utility,Fossil Fuels,https://corporate.pseg.com/aboutpseg/companyinformation,PUBLIC SERVICE ENTERPRISE GROUP INC.,
C00384818,CVS HEALTH PAC,C,,Health Care,https://cvshealth.com/our-services,CVS HEALTH,
C00385039,"NUTRIEN AG SOLUTIONS EMPLOYEE CITIZENSHIP FUND POLITICAL ACTION COMMITTEE (""NUTRIEN CITIZE",C,,Big Ag,https://www.nutrien.com/,,Canada
C00385120,"21ST CENTURY ONCOLOGY, INC. POLITICAL ACTION COMMITTEE",C,,Health Care,https://www.linkedin.com/company/21st-century-oncology,"21ST CENTURY ONCOLOGY, INC",
C00385609,LANXESS CORP POLITICAL ACTION COMMITTEE,C,,Chemicals,https://finance.yahoo.com/quote/LNXSF/profile?p=LNXSF,LANXESS CORP POLITICAL ACTION COMMITTEE,Germany
C00385849,EXELON CORPORATION-PEPCO HOLDINGS INC. POLITICAL ACTION COMMITTEE (PHI PAC),C,Oil/Gas,Fossil Fuels,https://finance.yahoo.com/quote/EXC/profile?p=EXC,EXELON CORPORATION,
C00386128,GENTEX CORPORATION POLITICAL ACTION COMMITTEE; THE,C,,Auto,https://finance.yahoo.com/quote/GNTX/profile?p=GNTX,GENTEX CORPORATION POLITICAL ACTION COMMITTEE; THE,
C00386524,TRUIST FINANCIAL CORPORATION FEDERAL PAC (FORMERLY SUNTRUST BANKS INC. POLITICAL ACTION COMMITTEE),C,,Banking ,,TRUIST FINANCIAL CORPORATION,
C00386771,"CRYOLIFE, INC. PAC",C,,Health Care,https://www.cryolife.com/about/,,
C00387878,"ENERGYSOLUTIONS, INC. FUND FOR EFFECTIVE GOVERNMENT (ENERGYSOLUTIONS PAC)",C,Oil/Gas,Fossil Fuels,https://finance.yahoo.com/quote/CESDF/profile?p=CESDF,"ENERGYSOLUTIONS, INC.",
C00388652,"TERUMO BCT, INC.",C,,Health Care,https://www.terumobct.com/about-us,,Japan
C00388983,ARCADIS U.S. INC. POLITICAL ACTION COMMITTEE (ARCADIS PAC),C,,Construction,https://finance.yahoo.com/quote/ARCVF/profile?p=ARCVF,ARCADIS U.S. INC.,
C00389288,CHESAPEAKE ENERGY CORPORATION FED PAC,C,Oil/Gas,Fossil Fuels,https://finance.yahoo.com/quote/CHK/profile?p=CHK,CHESAPEAKE ENERGY CORPORATION,
C00389585,GLOBAL MEDICAL RESPONSE INC. POLITICAL ACTION COMMITTEE,C,,Health Care,https://www.globalmedicalresponse.com/about,GLOBAL MEDICAL RESPONSE INC.,
C00390351,"BIOGEN, INC. POLITICAL ACTION COMMITTEE A.K.A. 'BIOGEN PAC'",C,Pharmaceutical,Health Care,https://www.fda.gov/news-events/press-announcements/fda-grants-accelerated-approval-alzheimers-drug,"BIOGEN, INC.",
C00391219,INFINEON TECHNOLOGIES AMERICAS CORP. POLITICAL ACTION COMMITTEE (IFAM PAC),C,,Big Tech,https://finance.yahoo.com/quote/IFNNY/profile?p=IFNNY,INFINEON TECHNOLOGIES AMERICAS CORP.,Germany
C00392464,UNIVERSAL MUSIC GROUP EMPLOYEE ACTION FUND,C,,Broadcasting,https://finance.yahoo.com/quote/UMGP/profile?p=UMGP,UNIVERSAL MUSIC GROUP,
C00393298,HERBALIFE INTERNATIONAL INC. PAC,C,,Food & Beverage,https://finance.yahoo.com/quote/HLF/profile?p=HLF,HERBALIFE INTERNATIONAL INC.,
C00394650,JBS USA LLC PAC,C,,Food & Beverage,https://jbsfoodsgroup.com/our-brands,JBS USA LLC,Brazil
C00396085,"HANNON ARMSTRONG CAPITAL, LLC CLIMATE SOLUTIONS PAC (AKA HANNON ARMSTRONG CLIMATE SOLUTIONS PAC)",W,Renewable,Energy,https://finance.yahoo.com/quote/HASI/profile?p=HASI,"HANNON ARMSTRONG CAPITAL, LLC",
C00396895,GILEAD SCIENCES INC HEALTHCARE POLICY PAC,C,Pharmaceutical,Health Care,https://www.gilead.com/science-and-medicine/medicines,,
C00397554,WORTHINGTON INDUSTRIES PAC,C,,Machinery,https://worthingtonindustries.com/Products,WORTHINGTON INDUSTRIES,
C00397711,"MAGELLAN MIDSTREAM HOLDINGS GP, LLC POLITICAL ACTION COMMITTEE",C,Oil/Gas,Fossil Fuels,https://finance.yahoo.com/quote/MMP/profile?p=MMP,"MAGELLAN MIDSTREAM HOLDINGS GP, LLC",
C00397851,CENTENE CORPORATION POLITICAL ACTION COMMITTEE (CENTENE PAC),C,Health Insurance,Health Care,,CENTENE CORPORATION,
C00398271,ENVISION HEALTHCARE CORPORATION POLITICAL ACTION COMMITTEE,C,,Health Care,https://www.linkedin.com/company/envision-healthcare,ENVISION HEALTHCARE CORPORATION,
C00399063,KEYCORP ADVOCATES FUND-FEDERAL,C,,Banking,https://finance.yahoo.com/quote/KEY/profile?p=KEY,,
C00399089,COOK GROUP INC PAC,C,,Health Care,https://www.cookgroup.com/our-businesses/,,
C00399386,"ZIMMER BIOMET HOLDINGS, INC. POLITICAL ACTION COMMITTEE (A.K.A. 'ZIMMER BIOMET PAC')",C,,Health Care,https://finance.yahoo.com/quote/ZBH/profile?p=ZBH,"ZIMMER BIOMET HOLDINGS, INC.",
C00399642,LAS VEGAS SANDS CORP. POLITICAL ACTION COMMITTEE (SANDS PAC),C,,Casinos,https://finance.yahoo.com/quote/LVS/profile?p=LVS,,
C00400135,"UNITED HEALTH SERVICES PAC, INC.",C,,Health Care,https://www.nyuhs.org/,"UNITED HEALTH SERVICES, INC",
C00400317,FULTON FINANCIAL CORPORATION PAC,C,,Banking ,https://finance.yahoo.com/quote/FULT/profile?p=FULT,,
C00400333,"INTERDIGITAL, INC., PAC",C,Telecom,Big Tech,https://finance.yahoo.com/quote/IDCC/profile?p=IDCC,,
C00400705,"PUBLIX SUPER MARKETS, INC. ASSOCIATES POLITICAL ACTION COMMITTEE",C,,Food & Beverage,,,
C00400929,AMERISOURCEBERGEN CORPORATION POLITICAL ACTION COMMITTEE (ABC PAC),C,Pharmaceutical,Health Care,https://www.amerisourcebergen.com/provider-solutions,AMERISOURCEBERGEN CORPORATION,
C00401299,FRESENIUS MEDICAL CARE NORTH AMERICA PAC,C,,Health Care,https://www.linkedin.com/company/fresenius-medical-care,FRESENIUS MEDICAL CARE NORTH AMERICA,
C00401380,MAUI LAND AND PINEAPPLE COMPANY INC FEDERAL PAC,C,,Real Estate,https://mauiland.com/,"MAUI LAND & PINEAPPLE COMPANY, INC.",
C00401687,BUNGE NORTH AMERICA INC POLITICAL ACTION COMMITTEE,C,,Big Ag,https://www.bunge.com/our-businesses/oilseeds,"BUNGE NORTH AMERICA, INC.",
C00402081,"RPM INTERNATIONAL INC. MANUFACTURING IN AMERICA PAC, DBA RPM MANUFACTURING IN AMERICA PAC",C,,Chemicals,https://finance.yahoo.com/quote/RPM/profile?p=RPM,,
C00402669,SERCO INC. POLITICAL ACTION COMMITTEE (SERCO PAC),C,,Defense,https://www.serco.com/na/sector-expertise/defense,SERCO INC.,UK
C00403105,KEY ENERGY SERVICES INC POLITICAL ACTION COMMITTEE,C,Oil/Gas,Fossil Fuels,https://finance.yahoo.com/quote/KEGX/profile?p=KEGX,,
C00404194,GENWORTH FINANCIAL INC POLITICAL ACTION COMMITTEE,C,Insurance,Wall Street,https://finance.yahoo.com/quote/GNW/profile?p=GNW,,
C00404483,"ADVANCED MICRO DEVICES, INC. PAC",C,,Big Tech,https://finance.yahoo.com/quote/AMD/profile?p=AMD,"ADVANCED MICRO DEVICES, INC.",
C00404863,FARMERS ALLIANCE MUTUAL INSURANCE COMPANY FED-PAC,C,Insurance,Wall Street,,,
C00405100,HOLOGIC PAC,C,,Health Care,https://www.hologic.com/about,,
C00406066,FIRST HORIZON CORPORATION LA FED PAC,C,,Banking ,https://finance.yahoo.com/quote/FHN/profile?p=FHN,FIRST HORIZON CORPORATION,
C00406215,NATIONWIDE MUTUAL INSURANCE COMPANY FINANCIAL & INVESTMENTS POLITICAL ACTION COMMITTEE,C,Insurance,Wall Street,,NATIONWIDE MUTUAL INSURANCE COMPANY,
C00406801,AVANGRID POLITICAL ACTION COMMITTEE,C,Electric Utility,Fossil Fuels,https://finance.yahoo.com/quote/AGR/profile?p=AGR,AVANGRID,
C00406850,BLUE CROSS BLUE SHIELD OF SOUTH CAROLINA FEDERAL GOVERNMENT PROGRAMS,C,Health Insurance,Health Care,,,
C00406892,"APPLIED MATERIALS, INC. POLITICAL ACTION COMMITTEE",C,,Big Tech,https://finance.yahoo.com/quote/AMAT/profile?p=AMAT,"APPLIED MATERIALS, INC.",
C00407080,GENTIVA HEALTH SERVICES INC PAC GENTIVAPAC,C,,Health Care,https://www.bloomberg.com/profile/company/GTIV:US,GENTIVA HEALTH SERVICES INC,
C00407635,CONSOLIDATED EDISON INC. EMPLOYEES' POLITICAL ACTION COMMITTEE (CEIPAC),C,Electric Utility,Fossil Fuels,https://finance.yahoo.com/quote/ED/profile?p=ED,CONSOLIDATED EDISON INC. EMPLOYEES' POLITICAL ACTION COMMITTEE (CEIPAC),
C00408138,"BENTLEY SYSTEMS, INCORPORATED FEDERAL PAC",C,,Big Tech,https://finance.yahoo.com/quote/BSY/profile?p=BSY,"BENTLEY SYSTEMS, INCORPORATED",
C00408971,MECHANICAL TECHNOLOGY INC POLITICAL ACTION COMMITTEE,C,,Manufacturing,https://finance.yahoo.com/quote/MKTY/profile?p=MKTY,,
C00409227,PREMERA BLUE CROSS POLITICAL ACTION COMMITTEE/PREMERA PAC,C,Health Insurance,Health Care,,,
C00410274,MASTERCARD INTERNATIONAL INC. EMPLOYEES' PAC,C,Credit,Wall Street,https://finance.yahoo.com/quote/MA/profile?p=MA,MASTERCARD INTERNATIONAL INC.,
C00410316,"MONEYGRAM INTERNATIONAL, INC. PAC",C,,Banking,https://corporate.moneygram.com/about-moneygram,"MONEYGRAM INTERNATIONAL, INC.",
C00410589,CERNER CORPORATION PAC,C,,Health Care,https://www.cerner.com/about,CERNER CORPORATION,
C00410670,HEALTH ALLIANCE PLAN PAC,C,Health Insurance,Health Care,https://www.hap.org/individual,,
C00411199,PERFORMANT FINANCIAL CORPORATION POLITICAL ACTION COMMITTEE,C,,Banking,https://finance.yahoo.com/quote/PFMT/profile?p=PFMT,,
C00411389,OVERSEAS SHIPHOLDING GROUP INC PAC,C,Oil/Gas,Fossil Fuels,https://finance.yahoo.com/quote/OSG/profile?p=OSG,OVERSEAS SHIPHOLDING GROUP INC,
